Numer identyfikacyjny gracza,Imię gracza,Nazwisko gracza,Płeć,Data urodzenia,Data dołączenia,Miasto zamieszkania,Status członkostwa
7725,Miłosz,Muzyk,M,1965-12-04,2022-04-28 02:06:11,Kętrzyn,Standard
7726,Mieszko,Kiełbowicz,M,1978-03-25,2023-06-26 23:10:08,Wągrowiec,Gold
7727,Jerzy,Wiercigroch,M,2000-01-01,2023-12-22 19:50:30,Sandomierz,VIP
7728,Daniel,Duras,M,1947-08-23,2023-04-10 16:02:51,Jarosław,Gold
7729,Kazimierz,Działo,M,2006-07-29,2023-05-23 19:35:49,Września,Standard
7730,Franciszek,Wawrzynkiewicz,M,1987-03-09,2023-08-14 08:08:39,Krotoszyn,Standard
7731,Elżbieta,Tworzydło,K,2002-06-12,2022-12-28 07:31:45,Głogów,Standard
7732,Liwia,Nazarko,K,1997-04-18,2023-09-02 07:41:11,Czerwionka-Leszczyny,Standard
7733,Kornelia,Joszko,K,1980-04-19,2023-11-04 17:01:13,Ostrów Mazowiecka,Standard
7734,Marcin,Hanzel,M,1976-04-03,2022-05-23 23:43:08,Zgierz,Standard
7735,Justyna,Handzel,K,1971-05-20,2023-08-29 23:26:41,Piaseczno,Standard
7736,Kalina,Szachniewicz,K,1984-11-29,2022-01-21 17:30:54,Białogard,Standard
7737,Angelika,Wilma,K,1998-02-24,2023-07-04 16:38:35,Lubliniec,Standard
7738,Krystyna,Hołubowicz,K,1968-11-03,2022-08-10 18:49:44,Sieradz,Silver
7739,Apolonia,Zegar,K,1970-07-12,2022-06-18 05:11:10,Żary,Standard
7740,Tola,Mazepa,K,1987-09-26,2022-11-15 18:24:06,Augustów,Gold
7741,Ida,Dudziec,K,1970-08-02,2022-09-09 07:13:24,Jarosław,Silver
7742,Aleks,Pastor,M,1977-10-03,2022-09-03 15:43:13,Lubin,Gold
7743,Agnieszka,Łabno,K,1989-12-09,2023-02-05 05:47:49,Cieszyn,Silver
7744,Wiktor,Bielas,M,1964-07-15,2023-08-17 02:30:05,Bolesławiec,Silver
7745,Franciszek,Maligłówka,M,1990-05-05,2022-03-06 14:47:00,Tarnów,Gold
7746,Antoni,Kamieniarz,M,1960-07-30,2023-11-15 22:53:17,Żywiec,Standard
7747,Marcel,Hudzik,M,2005-10-22,2022-08-28 15:48:18,Kędzierzyn-Koźle,Gold
7748,Igor,Barłóg,M,1982-06-07,2022-01-01 06:41:27,Wieluń,Standard
7749,Marek,Kalka,M,1983-04-03,2022-01-31 02:43:32,Zduńska Wola,Gold
7750,Nicole,Kubowicz,K,2005-11-08,2022-09-08 20:28:33,Tczew,Standard
7751,Julita,Iciek,K,1981-08-23,2023-04-02 03:15:48,Tczew,Standard
7752,Dagmara,Zagrajek,K,1949-01-02,2022-12-05 18:05:52,Nowa Sól,Standard
7753,Aleks,Labus,M,1992-07-06,2022-02-16 12:42:40,Dzierżoniów,Standard
7754,Leonard,Kierat,M,1997-06-26,2023-12-16 15:59:24,Otwock,Standard
7755,Hubert,Kościukiewicz,M,1970-09-15,2022-06-24 17:00:55,Chrzanów,Standard
7756,Borys,Babij,M,1962-04-03,2022-12-06 01:54:29,Szczecinek,Standard
7757,Rozalia,Dela,K,1973-10-18,2023-11-29 12:30:31,Rumia,Standard
7758,Róża,Tondera,K,1984-08-22,2022-07-26 14:16:01,Otwock,Standard
7759,Blanka,Padło,K,1955-09-15,2022-03-28 04:03:27,Turek,Standard
7760,Tobiasz,Golisz,M,1962-04-22,2022-10-18 10:08:40,Zduńska Wola,Standard
7761,Klara,Mirgos,K,2005-04-15,2022-03-05 23:00:57,Bielsko-Biała,Standard
7762,Dariusz,Saj,M,1952-01-30,2023-11-24 06:09:40,Kalisz,Silver
7763,Adrianna,Jachimczak,K,1995-04-16,2023-06-25 04:40:23,Chrzanów,Standard
7764,Miłosz,Hajdukiewicz,M,2003-04-14,2023-12-23 06:46:08,Kraków,Silver
7765,Nela,Kamela,K,1981-08-29,2023-06-28 07:43:20,Opole,Standard
7766,Apolonia,Kusio,K,1970-04-13,2022-09-01 10:36:50,Koszalin,Standard
7767,Apolonia,Soroko,K,1977-12-16,2022-05-15 15:20:01,Świętochłowice,Standard
7768,Tomasz,Karpiak,M,1999-01-25,2023-02-15 05:58:14,Lublin,Silver
7769,Bartek,Jewuła,M,2003-06-27,2022-01-04 22:04:02,Nowa Ruda,Standard
7770,Aniela,Pryk,K,1980-12-17,2023-09-17 19:10:43,Żyrardów,Silver
7771,Jan,Grodek,M,1952-11-02,2023-04-18 01:44:15,Września,Standard
7772,Michał,Pastor,M,1960-07-14,2022-03-06 05:19:54,Śrem,Standard
7773,Olga,Koss,K,1959-07-26,2022-02-19 05:01:38,Nowy Sącz,VIP
7774,Franciszek,Salawa,M,1985-07-25,2023-12-20 01:30:24,Brzeg,Gold
7775,Filip,Celuch,M,1960-02-22,2023-10-30 21:32:34,Gorlice,Standard
7776,Anita,Strojna,K,2003-02-27,2022-05-20 16:11:38,Pabianice,Silver
7777,Adrian,Stoltmann,M,1992-09-30,2022-08-05 16:02:08,Nysa,Silver
7778,Leon,Łabuś,M,1985-03-16,2023-04-02 05:18:27,Malbork,Standard
7779,Sandra,Palus,K,2002-05-07,2023-07-05 13:09:10,Będzin,Silver
7780,Karol,Galik,M,1984-09-22,2023-03-14 01:48:21,Olsztyn,Silver
7781,Tymoteusz,Andrzejuk,M,2000-07-26,2022-01-19 19:46:21,Łuków,Silver
7782,Jerzy,Gołoś,M,1954-05-26,2023-10-14 10:46:21,Kraków,Standard
7783,Lidia,Kopczyk,K,1999-05-11,2022-08-08 18:49:43,Inowrocław,Silver
7784,Gaja,Kunka,K,2002-10-31,2023-05-19 20:15:58,Inowrocław,Standard
7785,Kamila,Filus,K,1993-05-01,2022-12-13 12:40:33,Toruń,Gold
7786,Igor,Megger,M,1967-01-05,2023-12-12 08:17:04,Pszczyna,VIP
7787,Tobiasz,Bas,M,1968-01-12,2022-05-02 07:24:45,Siemianowice Śląskie,Gold
7788,Anita,Wojtaszczyk,K,1987-09-06,2023-09-14 22:46:41,Ostrowiec Świętokrzyski,Standard
7789,Igor,Czopik,M,1955-02-04,2023-05-17 23:02:37,Grudziądz,Standard
7790,Ksawery,Koral,M,1950-06-07,2022-09-18 23:50:29,Bielsk Podlaski,Gold
7791,Sebastian,Droś,M,1966-02-01,2023-02-08 08:41:05,Czeladź,VIP
7792,Leonard,Strzyż,M,1974-04-04,2022-05-25 03:09:44,Koszalin,Standard
7793,Marcelina,Hanzel,K,1946-05-06,2023-04-25 06:07:49,Radom,Standard
7794,Justyna,Herda,K,1976-12-28,2022-02-25 02:38:16,Pruszków,VIP
7795,Julita,Fiołek,K,1971-12-04,2022-12-26 16:51:37,Lubartów,Silver
7796,Maciej,Pielka,M,1992-10-22,2022-08-17 12:51:48,Zielona Góra,Gold
7797,Damian,Mazepa,M,2004-09-12,2022-04-27 05:02:08,Łaziska Górne,Silver
7798,Szymon,Zyzik,M,1971-05-27,2022-09-20 20:35:21,Jaworzno,Gold
7799,Aleksander,Jakubiuk,M,1969-10-27,2023-05-02 17:42:12,Poznań,Standard
7800,Sara,Szarpak,K,1995-07-27,2023-12-31 11:40:15,Ełk,Standard
7801,Natasza,Sawko,K,1951-02-18,2023-11-09 00:58:24,Gdańsk,Gold
7802,Marika,Sot,K,1979-02-06,2022-10-02 03:10:02,Kłodzko,Standard
7803,Inga,Pacocha,K,1946-10-01,2022-04-05 20:56:08,Głogów,Standard
7804,Hubert,Matulewicz,M,1980-02-09,2022-09-25 11:12:59,Sopot,Silver
7805,Lidia,Chomik,K,1996-07-29,2022-01-02 11:59:12,Zakopane,Silver
7806,Agnieszka,Feluś,K,1949-03-26,2022-07-26 22:10:31,Bielawa,VIP
7807,Lidia,Godzwon,K,2005-11-24,2023-10-23 20:28:31,Grodzisk Mazowiecki,Standard
7808,Elżbieta,Łyczek,K,1972-06-08,2023-05-27 22:09:23,Ostrów Mazowiecka,Standard
7809,Witold,Kopiczko,M,1948-09-28,2022-06-28 23:01:54,Piaseczno,Silver
7810,Maurycy,Hallmann,M,1979-05-22,2023-10-09 18:02:11,Wągrowiec,Silver
7811,Kamila,Rajman,K,1990-02-12,2023-06-20 15:07:23,Biłgoraj,Gold
7812,Adrianna,Maraszek,K,1973-07-05,2022-01-16 03:11:02,Kościerzyna,Silver
7813,Jędrzej,Humeniuk,M,1970-12-15,2023-12-03 00:31:29,Września,Silver
7814,Paweł,Ambrożewicz,M,2001-03-18,2023-05-31 04:56:44,Otwock,Standard
7815,Marcin,Beck,M,1971-01-24,2022-07-31 07:55:25,Pabianice,Standard
7816,Urszula,Kozień,K,1995-06-15,2023-01-30 20:45:35,Płock,Gold
7817,Oliwier,Broncel,M,1993-11-28,2022-05-11 23:57:59,Koło,Gold
7818,Ida,Kondej,K,1960-07-13,2022-03-29 21:49:29,Jawor,Standard
7819,Jacek,Kukieła,M,1980-08-24,2023-04-15 10:11:36,Cieszyn,VIP
7820,Ernest,Chmielak,M,1984-07-28,2023-05-05 23:26:01,Ełk,Standard
7821,Julita,Drobnik,K,1947-08-07,2022-09-20 20:44:50,Żagań,Standard
7822,Ewa,Serzysko,K,1994-10-06,2022-01-29 03:43:20,Myszków,Standard
7823,Urszula,Chromy,K,1992-08-06,2023-06-25 09:55:17,Żory,Standard
7824,Hubert,Nastały,M,1975-05-27,2022-02-12 03:00:54,Dzierżoniów,Gold
7825,Nataniel,Morawiak,M,2002-12-02,2023-12-09 03:23:23,Legnica,Gold
7826,Sandra,Kołaczyk,K,1969-08-31,2022-07-17 06:16:13,Wałbrzych,Standard
7827,Janina,Wittbrodt,K,1962-06-09,2022-02-02 22:14:07,Starogard Gdański,Standard
7828,Eliza,Kuza,K,1966-04-08,2022-07-05 20:19:45,Zakopane,Standard
7829,Łukasz,Maziarczyk,M,2003-09-10,2023-07-25 13:40:57,Szczytno,Standard
7830,Józef,Machniak,M,1992-11-22,2022-11-06 15:38:25,Nysa,Standard
7831,Marika,Mazik,K,1988-06-27,2023-12-12 04:44:47,Dębica,Standard
7832,Bianka,Fuławka,K,1987-09-11,2022-01-19 18:09:25,Nowa Ruda,Standard
7833,Monika,Solarek,K,1978-01-11,2023-07-15 04:47:25,Kołobrzeg,Gold
7834,Natasza,Beśka,K,1981-04-23,2023-01-21 06:24:19,Żyrardów,Standard
7835,Jakub,Górnisiewicz,M,1975-02-22,2023-04-18 07:47:24,Wieluń,Standard
7836,Maks,Maksimowicz,M,1971-08-13,2023-03-31 18:13:56,Tarnowskie Góry,Standard
7837,Łukasz,Wiencek,M,1955-10-09,2023-12-19 19:38:12,Żywiec,Standard
7838,Justyna,Postawa,K,1954-06-23,2022-02-25 22:12:48,Tarnów,Silver
7839,Przemysław,Dziewit,M,1989-09-11,2022-06-26 12:29:16,Krotoszyn,Standard
7840,Olaf,Koźlak,M,2006-04-06,2022-09-10 02:50:55,Sochaczew,Gold
7841,Aleks,Tylka,M,1957-04-02,2022-10-22 07:11:50,Śrem,Gold
7842,Antoni,Dybaś,M,2001-02-17,2023-07-16 03:25:26,Kędzierzyn-Koźle,Standard
7843,Ada,Przybycień,K,1999-01-10,2023-10-11 13:12:39,Nowy Targ,Standard
7844,Dorota,Sopata,K,2000-04-09,2023-06-16 09:37:02,Kluczbork,Standard
7845,Malwina,Jędruszczak,K,1992-04-08,2022-07-05 22:48:44,Tychy,Standard
7846,Eliza,Prejs,K,1967-12-22,2022-10-24 18:08:34,Pszczyna,Silver
7847,Kazimierz,Piaseczna,M,1949-09-26,2022-03-06 01:20:12,Wieluń,Silver
7848,Julita,Jakóbiak,K,1994-05-16,2023-01-20 03:38:23,Dębica,Silver
7849,Lidia,Opioła,K,1950-06-12,2023-03-30 16:46:15,Mława,Gold
7850,Adrian,Kleina,M,1978-06-20,2023-10-05 04:13:09,Opole,Silver
7851,Dagmara,Dziedzina,K,1985-07-13,2023-06-04 20:36:22,Piotrków Trybunalski,Standard
7852,Kornelia,Borysiak,K,1998-06-13,2023-01-26 09:20:15,Głogów,Standard
7853,Szymon,Nitek,M,1993-02-15,2023-06-13 03:57:52,Skawina,Standard
7854,Aleks,Rosłoń,M,1971-07-31,2023-04-04 18:14:48,Świebodzice,Standard
7855,Nicole,Kieca,K,1973-07-26,2023-12-22 23:46:02,Wyszków,Silver
7856,Agnieszka,Woda,K,1997-02-12,2023-06-17 01:14:45,Zielona Góra,Standard
7857,Ewa,Chomiuk,K,1958-04-12,2023-06-17 19:42:32,Lubartów,Silver
7858,Karina,Bystrek,K,1978-10-03,2022-02-03 16:57:36,Mikołów,Standard
7859,Nikodem,Materka,M,1987-12-07,2022-10-14 12:51:01,Gdańsk,Standard
7860,Tymon,Parafiniuk,M,2002-01-04,2023-02-06 23:24:02,Wałcz,Standard
7861,Aleksander,Karol,M,1984-06-11,2022-04-25 14:13:22,Czechowice-Dziedzice,Silver
7862,Kaja,Dziurdzia,K,1945-04-13,2023-02-01 19:09:39,Jawor,Standard
7863,Elżbieta,Jodko,K,1968-11-10,2022-09-17 03:59:34,Mielec,Standard
7864,Mateusz,Ciemięga,M,1970-01-11,2023-02-21 12:06:04,Starogard Gdański,Silver
7865,Leonard,Buchalik,M,1997-05-18,2022-12-26 15:00:54,Szczytno,Gold
7866,Melania,Mały,K,1944-11-21,2022-11-17 22:09:57,Biłgoraj,Silver
7867,Mikołaj,Wiaderek,M,1944-11-23,2022-09-26 02:36:55,Szczecinek,Silver
7868,Mariusz,Albin,M,1949-12-09,2022-08-29 09:34:39,Piła,VIP
7869,Tola,Lampa,K,1965-08-12,2023-12-19 21:01:36,Lębork,Silver
7870,Mariusz,Calik,M,1976-12-27,2023-09-02 23:36:00,Ruda Śląska,Silver
7871,Liwia,Masiak,K,1953-06-14,2022-06-27 04:32:43,Tarnobrzeg,Standard
7872,Daniel,Olszyna,M,1944-12-14,2023-12-24 01:53:28,Reda,Gold
7873,Inga,Wijata,K,2002-11-07,2022-01-10 05:56:04,Rumia,Silver
7874,Julita,Komisarek,K,1986-06-05,2022-08-15 02:05:04,Zakopane,Silver
7875,Marianna,Kuska,K,1962-01-21,2022-06-25 08:21:43,Łaziska Górne,Standard
7876,Mieszko,Cydzik,M,2004-08-22,2022-11-16 01:34:40,Konin,Standard
7877,Dominik,Zasępa,M,1971-03-31,2023-12-26 14:04:50,Głogów,Gold
7878,Sonia,Krzysiek,K,1969-11-29,2023-11-08 21:17:22,Mikołów,Silver
7879,Nela,Wisz,K,1986-07-11,2022-04-15 22:33:00,Zduńska Wola,Gold
7880,Mieszko,Paw,M,1968-05-12,2023-12-08 11:16:18,Łaziska Górne,Silver
7881,Anna Maria,Tomaszuk,K,1955-10-12,2022-05-20 08:59:15,Gniezno,Standard
7882,Mieszko,Małys,M,1999-01-29,2023-10-26 01:36:31,Łuków,Silver
7883,Olga,Szkoła,K,1964-01-24,2023-07-14 13:13:05,Płońsk,VIP
7884,Konrad,Szałaj,M,1974-11-03,2023-08-02 09:14:15,Starachowice,VIP
7885,Gaja,Ochab,K,1972-05-02,2023-04-27 09:16:28,Bełchatów,Standard
7886,Apolonia,Okła,K,1968-01-15,2022-08-26 07:37:54,Żyrardów,Silver
7887,Eryk,Kijas,M,1991-11-04,2022-03-24 21:20:34,Biała Podlaska,Standard
7888,Natan,Komuda,M,1963-06-11,2022-10-10 04:20:49,Sopot,Silver
7889,Stanisław,Kopiczko,M,2002-07-22,2023-07-30 01:21:08,Przemyśl,Standard
7890,Borys,Holc,M,1972-07-19,2022-01-30 17:32:25,Żyrardów,Silver
7891,Sebastian,Truchel,M,1958-06-14,2023-01-17 00:57:35,Kutno,Standard
7892,Patryk,Rosada,M,1969-05-17,2022-08-29 05:08:39,Kwidzyn,Standard
7893,Julita,Ufniarz,K,1965-06-13,2022-07-28 10:49:32,Piła,Silver
7894,Norbert,Koziarz,M,1986-06-18,2022-11-09 01:46:10,Kościan,Gold
7895,Paweł,Pitala,M,1971-11-21,2023-04-26 19:55:44,Olsztyn,Silver
7896,Ignacy,Michnowicz,M,1967-06-14,2022-03-25 05:12:53,Bydgoszcz,Silver
7897,Eliza,Kajstura,K,2004-07-12,2022-09-13 04:54:35,Cieszyn,Gold
7898,Apolonia,Chadaj,K,1997-06-25,2022-01-23 23:26:37,Katowice,Standard
7899,Bartek,Buza,M,1955-08-29,2022-03-12 05:53:45,Świętochłowice,Standard
7900,Marika,Ułanowicz,K,1954-07-07,2022-11-21 18:11:25,Gliwice,Standard
7901,Aniela,Sobolak,K,1980-10-05,2022-03-02 00:57:30,Kluczbork,Silver
7902,Maurycy,Kalisiak,M,1958-01-27,2023-01-29 01:54:30,Goleniów,Standard
7903,Dariusz,Błażejak,M,1985-07-23,2023-09-09 07:02:22,Zambrów,Silver
7904,Sylwia,Górnisiewicz,K,1960-12-22,2023-06-06 06:56:16,Bielsko-Biała,Standard
7905,Tomasz,Morawiak,M,1968-10-09,2022-01-25 22:48:34,Konin,Silver
7906,Jeremi,Siergiej,M,2003-09-18,2023-02-01 10:14:32,Brzeg,Silver
7907,Przemysław,Uroda,M,1957-07-26,2022-03-11 00:59:59,Reda,Silver
7908,Marcin,Nehring,M,1994-11-22,2022-12-17 13:52:00,Starachowice,Standard
7909,Norbert,Burzawa,M,1948-07-10,2022-06-30 13:54:55,Grudziądz,Silver
7910,Tymon,Ułanowicz,M,1949-10-10,2023-01-02 12:36:49,Kędzierzyn-Koźle,Standard
7911,Dorota,Niećko,K,1976-02-13,2022-03-08 08:39:51,Radom,Standard
7912,Alan,Freitag,M,2000-12-21,2022-02-19 15:38:36,Bełchatów,Standard
7913,Klara,Frukacz,K,2003-04-04,2023-09-13 08:22:11,Legnica,Gold
7914,Grzegorz,Jeżyna,M,1976-02-29,2022-11-01 15:48:08,Polkowice,Standard
7915,Kornelia,Golonko,K,1957-08-17,2022-11-13 03:29:16,Białogard,Gold
7916,Tola,Opoka,K,2002-02-26,2022-07-01 09:44:02,Gorlice,VIP
7917,Tymon,Siemieniec,M,2000-10-03,2022-07-26 07:20:54,Oleśnica,Gold
7918,Filip,Durlak,M,1973-02-07,2022-01-22 17:11:09,Ełk,Standard
7919,Jakub,Tekiela,M,1950-08-24,2023-04-20 21:16:55,Środa Wielkopolska,Gold
7920,Inga,Knysak,K,1971-06-01,2022-05-14 19:04:58,Szczecinek,Standard
7921,Julianna,Wojtyś,K,2005-02-02,2022-06-06 09:47:10,Malbork,Standard
7922,Marianna,Grochola,K,1985-04-04,2022-06-22 14:51:00,Pabianice,Standard
7923,Tola,Dziopa,K,1990-01-04,2022-01-21 22:23:42,Żyrardów,Standard
7924,Dagmara,Wojtera,K,1998-01-02,2022-10-31 03:46:54,Zakopane,Standard
7925,Julianna,Cyroń,K,1971-05-03,2023-11-30 12:33:04,Bielsko-Biała,Standard
7926,Kajetan,Wika,M,1982-12-27,2022-03-27 12:04:31,Gliwice,VIP
7927,Krzysztof,Sutor,M,1966-05-04,2022-12-30 23:50:32,Łowicz,Standard
7928,Marianna,Saternus,K,1954-06-11,2023-01-24 16:16:56,Piotrków Trybunalski,Standard
7929,Bartek,Rykała,M,1959-06-08,2023-05-31 02:45:53,Gniezno,Standard
7930,Olaf,Kaczmar,M,1968-02-29,2023-11-23 19:25:47,Łódź,Standard
7931,Dominik,Kujda,M,1990-12-13,2023-01-26 04:20:29,Jasło,Silver
7932,Jerzy,Krzyk,M,2004-03-06,2023-10-13 03:25:16,Tczew,Standard
7933,Roksana,Plewnia,K,1969-12-24,2022-12-23 14:57:51,Bełchatów,Gold
7934,Julianna,Hajdas,K,1964-08-23,2022-11-20 14:52:05,Chorzów,Silver
7935,Kornel,Makoś,M,1994-04-03,2023-02-20 20:36:41,Augustów,Standard
7936,Rafał,Grupa,M,1972-10-07,2023-06-10 21:55:12,Kędzierzyn-Koźle,Gold
7937,Radosław,Matula,M,2004-04-07,2023-03-24 21:50:47,Oleśnica,Standard
7938,Roksana,Misior,K,2006-05-09,2023-02-12 18:58:11,Mińsk Mazowiecki,Silver
7939,Urszula,Gogol,K,1982-01-01,2023-07-03 08:47:25,Cieszyn,Silver
7940,Mateusz,Kumorek,M,1951-09-05,2023-08-04 10:49:06,Zielona Góra,Silver
7941,Anna Maria,Milej,K,1972-03-14,2023-08-01 16:04:02,Żywiec,VIP
7942,Sara,Skomra,K,1967-02-01,2022-09-03 22:27:29,Bielsko-Biała,Silver
7943,Kaja,Daniec,K,1970-06-16,2022-07-19 13:39:19,Pabianice,Standard
7944,Anita,Fabiańczyk,K,1978-01-03,2022-12-28 13:33:35,Dzierżoniów,Silver
7945,Aniela,Szalast,K,1972-12-12,2023-09-29 22:48:01,Siedlce,VIP
7946,Jacek,Majak,M,1960-08-12,2022-09-18 22:35:23,Wałbrzych,Standard
7947,Sara,Jacak,K,1962-02-18,2022-09-21 18:35:44,Chojnice,Gold
7948,Klara,Husak,K,1965-04-18,2022-04-07 19:58:10,Sochaczew,Standard
7949,Elżbieta,Strzoda,K,1975-07-15,2022-04-13 06:19:54,Police,Standard
7950,Malwina,Woźniczko,K,1975-07-18,2023-05-20 08:27:45,Turek,Silver
7951,Kornelia,Nazar,K,1952-07-10,2023-01-17 05:42:38,Gorlice,Gold
7952,Justyna,Doliwa,K,1963-02-05,2022-10-11 21:16:36,Gliwice,Standard
7953,Albert,Bejger,M,1948-08-07,2022-02-20 00:27:15,Szczecin,Silver
7954,Emil,Milcarz,M,1958-11-04,2023-07-15 20:27:02,Kalisz,Silver
7955,Melania,Pawlonka,K,2003-05-31,2022-02-09 23:24:39,Oświęcim,Standard
7956,Karina,Prażuch,K,1974-05-20,2022-09-11 01:23:24,Jasło,Standard
7957,Rafał,Jakimiak,M,1985-08-27,2023-06-20 04:27:43,Głogów,Standard
7958,Apolonia,Dziób,K,1988-03-27,2022-01-13 01:10:22,Pruszków,Standard
7959,Szymon,Pawliczek,M,1955-03-06,2022-09-20 00:54:00,Kraków,Silver
7960,Mateusz,Preś,M,2006-07-19,2022-03-25 20:56:52,Skawina,Standard
7961,Ewelina,Łyskawa,K,1970-12-15,2023-10-03 13:37:26,Chojnice,Standard
7962,Aurelia,Cierpka,K,1983-02-23,2023-10-16 21:23:52,Zawiercie,Silver
7963,Bianka,Wołczyk,K,1954-04-18,2023-07-12 03:57:28,Katowice,Gold
7964,Blanka,Kalisiak,K,1960-11-17,2023-10-23 20:43:44,Szczecin,Silver
7965,Michał,Głownia,M,1987-09-14,2022-08-15 23:08:14,Brodnica,Gold
7966,Aleksander,Warych,M,1963-12-13,2023-02-08 03:56:01,Oława,Standard
7967,Mikołaj,Fularczyk,M,1983-04-13,2022-04-02 02:59:01,Zawiercie,Gold
7968,Apolonia,Kunert,K,1954-11-03,2022-04-03 00:34:39,Ostrowiec Świętokrzyski,Gold
7969,Borys,Łuczka,M,1977-10-15,2023-01-07 05:15:30,Konin,Standard
7970,Józef,Rajtar,M,1977-12-21,2022-01-28 21:41:36,Lubin,Gold
7971,Róża,Engel,K,1946-09-28,2022-06-18 14:44:41,Kwidzyn,Gold
7972,Maks,Sklorz,M,1963-12-27,2023-11-29 12:15:31,Żyrardów,Standard
7973,Marcelina,Samul,K,1980-08-02,2023-08-23 13:52:35,Mińsk Mazowiecki,Gold
7974,Monika,Makles,K,1976-11-01,2023-12-22 08:12:55,Lębork,Standard
7975,Oskar,Beker,M,1945-04-27,2022-07-30 06:06:05,Ostrów Mazowiecka,Silver
7976,Ryszard,Krzystek,M,1949-05-23,2022-02-25 03:45:27,Pszczyna,Standard
7977,Dawid,Dąbroś,M,1960-04-10,2023-02-13 04:59:42,Płońsk,Silver
7978,Karina,Bogusiewicz,K,1982-04-12,2022-06-24 12:46:33,Oświęcim,Silver
7979,Nicole,Kryszczuk,K,2007-02-14,2023-10-04 18:44:21,Stalowa Wola,Standard
7980,Mikołaj,Podgórny,M,1947-10-08,2023-06-02 17:42:25,Tomaszów Mazowiecki,Silver
7981,Tadeusz,Drewniok,M,1986-10-25,2023-10-06 20:04:23,Szczecin,Silver
7982,Mateusz,Watras,M,1990-08-07,2023-01-26 02:17:19,Augustów,Silver
7983,Marianna,Dacko,K,1997-07-28,2022-12-04 21:41:27,Sanok,VIP
7984,Aniela,Kolber,K,1976-05-14,2022-08-29 00:41:06,Września,Silver
7985,Agnieszka,Błażejak,K,2007-01-14,2023-07-16 04:03:05,Stargard Szczeciński,Standard
7986,Dagmara,Pytko,K,1979-09-02,2023-11-25 06:06:48,Tomaszów Mazowiecki,Silver
7987,Oliwier,Kolendo,M,1978-11-10,2022-07-29 12:21:30,Żyrardów,Gold
7988,Konrad,Sornat,M,1975-04-02,2022-12-21 10:39:02,Bydgoszcz,Silver
7989,Grzegorz,Gaś,M,2003-02-06,2022-08-04 14:44:41,Turek,Gold
7990,Olaf,Bogumił,M,1985-07-28,2023-10-16 08:47:24,Środa Wielkopolska,Silver
7991,Bruno,Stefankiewicz,M,2004-10-24,2023-09-08 07:29:34,Augustów,Silver
7992,Sara,Marcińczyk,K,1993-03-13,2022-12-30 12:34:12,Sochaczew,Standard
7993,Maks,Natanek,M,1981-06-28,2023-11-03 21:03:12,Sanok,Standard
7994,Alex,Ziółko,M,1996-01-27,2022-07-07 14:27:15,Jawor,Silver
7995,Tomasz,Tarasek,M,1972-10-26,2023-08-26 21:23:12,Bolesławiec,Standard
7996,Józef,Rembisz,M,1945-07-10,2023-04-10 08:47:31,Żary,Silver
7997,Bartek,Hawro,M,1952-02-06,2023-10-29 05:46:24,Ruda Śląska,Standard
7998,Lidia,Jasnoch,K,1984-12-28,2022-06-19 22:36:27,Piła,Standard
7999,Kamila,Taczała,K,1965-12-25,2022-07-18 10:51:58,Rybnik,Silver
8000,Kornelia,Łosiewicz,K,1979-01-06,2023-10-11 19:21:36,Łuków,Silver
8001,Stanisław,Haponiuk,M,1959-10-29,2022-06-26 00:06:26,Piekary Śląskie,Standard
8002,Malwina,Leszczuk,K,1978-05-13,2022-12-11 22:27:54,Chojnice,Silver
8003,Dorota,Jewuła,K,1989-07-11,2023-11-20 19:51:20,Mysłowice,Standard
8004,Julian,Juszczuk,M,1948-02-04,2023-06-20 17:32:01,Zakopane,Silver
8005,Aniela,Lewek,K,1977-10-02,2023-01-23 15:44:57,Pruszków,Silver
8006,Bartek,Grund,M,1966-06-12,2023-01-30 07:02:34,Kętrzyn,Silver
8007,Dagmara,Brachman,K,2006-05-12,2022-11-29 16:07:33,Kościan,Silver
8008,Jacek,Ogrodowicz,M,1977-06-23,2023-07-19 23:53:34,Świętochłowice,Gold
8009,Bianka,Szok,K,1995-12-12,2023-07-01 15:07:10,Białystok,Silver
8010,Michał,Kasper,M,1969-06-27,2022-01-24 17:24:09,Września,Silver
8011,Anita,Jarema,K,1980-02-09,2023-08-25 22:38:39,Lębork,Silver
8012,Kaja,Tołoczko,K,1959-11-01,2023-01-09 08:24:56,Radom,Standard
8013,Bianka,Kaletka,K,1963-10-16,2022-10-27 17:47:11,Żywiec,Gold
8014,Kornel,Ciak,M,1988-12-18,2022-10-20 22:17:09,Przemyśl,Standard
8015,Gaja,Suda,K,1952-03-06,2022-07-31 00:11:32,Legionowo,Silver
8016,Karina,Mich,K,1995-08-03,2022-09-10 11:47:38,Kościerzyna,Standard
8017,Tymoteusz,Klęczar,M,1975-09-10,2022-02-04 23:54:31,Wałcz,Standard
8018,Sebastian,Szóstak,M,1958-11-15,2022-09-09 23:22:05,Turek,Silver
8019,Patryk,Wojcik,M,1961-05-14,2023-05-13 21:41:27,Puławy,Gold
8020,Gaja,Domian,K,1959-08-06,2022-10-18 00:30:38,Pabianice,Gold
8021,Julita,Sinkiewicz,K,1968-07-26,2023-07-16 16:07:14,Łuków,Silver
8022,Malwina,Nieborak,K,1945-06-13,2023-11-28 18:45:52,Ełk,Standard
